STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693516343 GHz,
TABLE,Region jacobi500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.022249,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,40848930
CPU_CLK_UNHALTED_CORE,FIXC1,48364900
CPU_CLK_UNHALTED_REF,FIXC2,56779810
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,320440
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,9920000
FP_ARITH_INST_RETIRED_512B_PACKED_DOUBLE,PMC3,0
TABLE,Region jacobi500,Group 1 Metric,FLOPS_DP,10
Metric,HWThread 0,
Runtime (RDTSC) [s],0.0222,
Runtime unhalted [s],0.0180,
Clock [MHz],2294.3305,
CPI,1.1840,
DP [MFLOP/s],1797.8251,
AVX DP [MFLOP/s],1783.4229,
AVX512 DP [MFLOP/s],0,
Packed [MUOPS/s],445.8557,
Scalar [MUOPS/s],14.4022,
Vectorization ratio,96.8708,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693516343 GHz,
TABLE,Region jacobi1500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.182656,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,346089600
CPU_CLK_UNHALTED_CORE,FIXC1,402851600
CPU_CLK_UNHALTED_REF,FIXC2,472915600
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,960440
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,89760000
FP_ARITH_INST_RETIRED_512B_PACKED_DOUBLE,PMC3,0
TABLE,Region jacobi1500,Group 1 Metric,FLOPS_DP,10
Metric,HWThread 0,
Runtime (RDTSC) [s],0.1827,
Runtime unhalted [s],0.1496,
Clock [MHz],2294.4630,
CPI,1.1640,
DP [MFLOP/s],1970.9204,
AVX DP [MFLOP/s],1965.6622,
AVX512 DP [MFLOP/s],0,
Packed [MUOPS/s],491.4156,
Scalar [MUOPS/s],5.2582,
Vectorization ratio,98.9413,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693516343 GHz,
TABLE,Region jacobi2500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.674567,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,782430800
CPU_CLK_UNHALTED_CORE,FIXC1,1514916000
CPU_CLK_UNHALTED_REF,FIXC2,1778383000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1600440
