STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693580319 GHz,
TABLE,Region jacobi500,Group 1 Raw,L2CACHE,5
Region Info,HWThread 0,
RDTSC Runtime [s],0.022907,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,40838690
CPU_CLK_UNHALTED_CORE,FIXC1,49794740
CPU_CLK_UNHALTED_REF,FIXC2,58455220
L2_TRANS_ALL_REQUESTS,PMC0,21521220
L2_RQSTS_MISS,PMC1,5031220
TABLE,Region jacobi500,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],0.0229,
Runtime unhalted [s],0.0185,
Clock [MHz],2294.5108,
CPI,1.2193,
L2 request rate,0.5270,
L2 miss rate,0.1232,
L2 miss ratio,0.2338,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693580319 GHz,
TABLE,Region jacobi1500,Group 1 Raw,L2CACHE,5
Region Info,HWThread 0,
RDTSC Runtime [s],0.186278,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,346079400
CPU_CLK_UNHALTED_CORE,FIXC1,410574700
CPU_CLK_UNHALTED_REF,FIXC2,481979300
L2_TRANS_ALL_REQUESTS,PMC0,251849100
L2_RQSTS_MISS,PMC1,45105980
TABLE,Region jacobi1500,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],0.1863,
Runtime unhalted [s],0.1524,
Clock [MHz],2294.5299,
CPI,1.1864,
L2 request rate,0.7277,
L2 miss rate,0.1303,
L2 miss ratio,0.1791,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693580319 GHz,
TABLE,Region jacobi2500,Group 1 Raw,L2CACHE,5
Region Info,HWThread 0,
RDTSC Runtime [s],0.677111,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,782420500
CPU_CLK_UNHALTED_CORE,FIXC1,1521197000
CPU_CLK_UNHALTED_REF,FIXC2,1785752000
L2_TRANS_ALL_REQUESTS,PMC0,652279100
L2_RQSTS_MISS,PMC1,125119800
TABLE,Region jacobi2500,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],0.6771,
Runtime unhalted [s],0.5647,
Clock [MHz],2294.5327,
CPI,1.9442,
L2 request rate,0.8337,
L2 miss rate,0.1599,
L2 miss ratio,0.1918,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693580319 GHz,
TABLE,Region jacobi3500,Group 1 Raw,L2CACHE,5
Region Info,HWThread 0,
RDTSC Runtime [s],1.475886,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,1525841000
CPU_CLK_UNHALTED_CORE,FIXC1,3328456000
CPU_CLK_UNHALTED_REF,FIXC2,3907318000
L2_TRANS_ALL_REQUESTS,PMC0,1292703000
L2_RQSTS_MISS,PMC1,245143700
TABLE,Region jacobi3500,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],1.4759,
Runtime unhalted [s],1.2357,
Clock [MHz],2294.5313,
CPI,2.1814,
L2 request rate,0.8472,
L2 miss rate,0.1607,
L2 miss ratio,0.1896,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693580319 GHz,
TABLE,Region jacobi4500,Group 1 Raw,L2CACHE,5
Region Info,HWThread 0,
RDTSC Runtime [s],2.461317,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,2510761000
CPU_CLK_UNHALTED_CORE,FIXC1,5552407000
CPU_CLK_UNHALTED_REF,FIXC2,6518047000
L2_TRANS_ALL_REQUESTS,PMC0,2072575000
L2_RQSTS_MISS,PMC1,405235700
TABLE,Region jacobi4500,Group 1 Metric,L2CACHE,7
Metric,HWThread 0,
Runtime (RDTSC) [s],2.4613,
Runtime unhalted [s],2.0613,
Clock [MHz],2294.5300,
CPI,2.2114,
L2 request rate,0.8255,
L2 miss rate,0.1614,
L2 miss ratio,0.1955,
