STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693548488 GHz,
TABLE,Region jacobi500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.022481,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,40848930
CPU_CLK_UNHALTED_CORE,FIXC1,48760570
CPU_CLK_UNHALTED_REF,FIXC2,57242270
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,320440
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,9920000
FP_ARITH_INST_RETIRED_512B_PACKED_DOUBLE,PMC3,0
TABLE,Region jacobi500,Group 1 Metric,FLOPS_DP,10
Metric,HWThread 0,
Runtime (RDTSC) [s],0.0225,
Runtime unhalted [s],0.0181,
Clock [MHz],2294.4401,
CPI,1.1937,
DP [MFLOP/s],1779.3363,
AVX DP [MFLOP/s],1765.0822,
AVX512 DP [MFLOP/s],0,
Packed [MUOPS/s],441.2705,
Scalar [MUOPS/s],14.2541,
Vectorization ratio,96.8708,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693548488 GHz,
TABLE,Region jacobi1500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.165166,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,346089600
CPU_CLK_UNHALTED_CORE,FIXC1,362523900
CPU_CLK_UNHALTED_REF,FIXC2,425566900
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,960440
FP_ARITH_INST_RETIRED_256B_PACKED_DOUBLE,PMC2,89760000
FP_ARITH_INST_RETIRED_512B_PACKED_DOUBLE,PMC3,0
TABLE,Region jacobi1500,Group 1 Metric,FLOPS_DP,10
Metric,HWThread 0,
Runtime (RDTSC) [s],0.1652,
Runtime unhalted [s],0.1346,
Clock [MHz],2294.5293,
CPI,1.0475,
DP [MFLOP/s],2179.6241,
AVX DP [MFLOP/s],2173.8091,
AVX512 DP [MFLOP/s],0,
Packed [MUOPS/s],543.4523,
Scalar [MUOPS/s],5.8150,
Vectorization ratio,98.9413,
STRUCT,Info,3
CPU name:,Intel(R) Xeon(R) Platinum 8174 CPU @ 3.10GHz,
CPU type:,Intel Skylake SP processor,
CPU clock:,2.693548488 GHz,
TABLE,Region jacobi2500,Group 1 Raw,FLOPS_DP,7
Region Info,HWThread 0,
RDTSC Runtime [s],0.682201,
call count,40,
Event,Counter,HWThread 0
INSTR_RETIRED_ANY,FIXC0,782430000
CPU_CLK_UNHALTED_CORE,FIXC1,1536140000
CPU_CLK_UNHALTED_REF,FIXC2,1803293000
FP_ARITH_INST_RETIRED_128B_PACKED_DOUBLE,PMC0,0
FP_ARITH_INST_RETIRED_SCALAR_DOUBLE,PMC1,1600440
